"Category","Item","Count","Files","Recommendation"
"sizing","max-w-xs","4","app/dashboard/history/page.tsx; app/dashboard/settings/page.tsx; components/pricing/PricingPage.tsx; components/ui/FeatureHint.tsx","Consider tokenizing"
"other","truncate","13","app/dashboard/history/page.tsx; components/auth/UnifiedUserMenu.tsx; components/dashboard/DashboardLayout.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/layouts/NotebookLMLayout.tsx; components/pricing/PricingPage.tsx; components/performance/ComponentProfiler.tsx; components/panels/SourcesPanel.tsx; components/ui/UniversalDropdown.tsx; components/ui/language-selector.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"spacing","px-2.5","1","app/dashboard/history/page.tsx","OK"
"spacing","py-0.5","4","app/dashboard/history/page.tsx; components/panels/ExportPanel.tsx; components/workspace/DownloadInterface.tsx; components/workspace/IntelligenceHub.tsx","Consider tokenizing"
"typography","hover:text-gray-600","9","app/dashboard/history/page.tsx; components/ServiceWorkerRegistration.tsx; components/auth/AuthModal.tsx; components/documents/DocumentPreview.tsx; components/error-tracking/ErrorReportDialog.tsx; components/security/two-factor-setup.tsx; components/workflow/workflow-builder.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx","Consider tokenizing"
"typography","hover:text-red-600","5","app/dashboard/history/page.tsx; components/auth/AuthModal.tsx; components/panels/SourcesPanel.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"spacing","space-x-8","9","app/dashboard/insights/page.tsx; app/dashboard/workflows/page.tsx; components/onboarding/AIOnboarding.tsx; components/security/security-dashboard.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/__tests__/layout/navbar.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"other","from-purple-50","8","app/dashboard/insights/page.tsx; components/agents/AIInterfaceRefinement.tsx; components/documents/AgentVisualization.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"other","to-indigo-50","9","app/dashboard/insights/page.tsx; components/agents/AIInterfaceRefinement.tsx; components/admin/CostTrackingDashboard.tsx; components/documents/AgentVisualization.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"colors","border-purple-200","6","app/dashboard/insights/page.tsx; components/agents/AIInterfaceRefinement.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"colors","border-purple-600","1","app/dashboard/insights/page.tsx","OK"
"sizing","lg:w-64","1","app/dashboard/settings/page.tsx","OK"
"spacing","space-x-6","11","app/dashboard/settings/page.tsx; components/invite/InviteRedemptionPage.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/navigation/ModernNavbar.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceLayout.tsx","Consider tokenizing"
"sizing","w-20","8","app/dashboard/settings/page.tsx; components/invite/InviteRedemptionPage.tsx; components/onboarding/AIOnboarding.tsx; components/sections/ModernHero.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/WorkspaceSkeleton.tsx","Consider tokenizing"
"spacing","ml-3","8","app/dashboard/settings/page.tsx; components/ServiceWorkerRegistration.tsx; components/auth/AuthErrorHandler.tsx; components/pricing/PricingPage.tsx; components/ui/language-selector.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"sizing","w-1/3","4","app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/enterprise/AdvancedMetricsDashboard.tsx","Consider tokenizing"
"colors","bg-yellow-100","7","app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/SmartUserJourney.tsx; components/panels/ExportPanel.tsx; components/workflows/AutomationManager.tsx; components/workspace/DownloadInterface.tsx","Consider tokenizing"
"typography","text-yellow-600","6","app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/auth/AuthErrorHandler.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/workflows/AutomationManager.tsx; components/workspace/AnalyticsDashboard.tsx","Consider tokenizing"
"spacing","pr-4","7","app/dashboard/workflows/page.tsx; components/admin/AdminDashboard.tsx; components/panels/SourcesPanel.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx","Consider tokenizing"
"other","focus:ring-2","33","app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/accessibility/AccessibilityEnhancer.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/enterprise/AdvancedMetricsDashboard.tsx; components/error-tracking/ErrorReportDialog.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/ui/language-selector.tsx; components/workflow/workflow-builder.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; lib/i18n/provider.tsx","Consider tokenizing"
"other","focus:ring-blue-500","30","app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/accessibility/AccessibilityEnhancer.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthErrorHandler.tsx; components/error-tracking/ErrorReportDialog.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/ui/language-selector.tsx; components/workflow/workflow-builder.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; lib/i18n/provider.tsx","Consider tokenizing"
"colors","focus:border-transparent","6","app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/ui/language-selector.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"typography","text-yellow-400","2","app/dashboard/workflows/page.tsx; components/workflows/TemplateMarketplace.tsx","OK"
"other","fill-current","4","app/dashboard/workflows/page.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/workflows/TemplateMarketplace.tsx","Consider tokenizing"
"spacing","p-12","5","app/dashboard/workflows/page.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/workflows/AutomationManager.tsx","Consider tokenizing"
"spacing","pt-8","1","app/blog/[id]/page.tsx","OK"
"other","leading-tight","1","app/blog/[id]/page.tsx","OK"
"sizing","md:h-96","1","app/blog/[id]/page.tsx","OK"
"other","prose","2","app/blog/[id]/page.tsx; components/documents/DocumentPreview.tsx","OK"
"other","prose-lg","1","app/blog/[id]/page.tsx","OK"
"other","group-hover:text-blue-600","1","app/blog/[id]/page.tsx","OK"
"other","zen-container","1","app/dashboard/agents/page.tsx","OK"
"spacing","space-zen","1","app/dashboard/agents/page.tsx","OK"
"other","content-zen","1","app/dashboard/agents/page.tsx","OK"
"colors","border-blue-500","4","app/dashboard/agents/page.tsx; components/documents/BatchUpload.tsx; components/sections/ProductShowcase.tsx; components/workflow/workflow-builder.tsx","Consider tokenizing"
"typography","text-display-lg","1","app/dashboard/agents/page.tsx","OK"
"typography","text-body-lg","1","app/dashboard/agents/page.tsx","OK"
"typography","text-mono-medium","1","app/dashboard/agents/page.tsx","OK"
"layout","lg:grid-cols-6","2","app/dashboard/agents/page.tsx; components/security/security-dashboard.tsx","OK"
"colors","disabled:bg-gray-300","1","app/dashboard/agents/page.tsx","OK"
"other","list-disc","1","app/dashboard/agents/page.tsx","OK"
"other","list-inside","1","app/dashboard/agents/page.tsx","OK"
"spacing","ml-4","6","app/dashboard/agents/page.tsx; components/auth/AuthErrorHandler.tsx; components/monitoring/ProductionDashboard.tsx; components/workflow/workflow-dashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"colors","bg-yellow-500","1","app/dashboard/agents/page.tsx","OK"
"colors","hover:bg-yellow-600","1","app/dashboard/agents/page.tsx","OK"
"colors","hover:bg-green-600","1","app/dashboard/agents/page.tsx","OK"
"other","rotate-180","1","app/dashboard/enterprise/analytics/page.tsx","OK"
"layout","md:grid-cols-5","2","app/dashboard/enterprise/analytics/page.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx","OK"
"other","to-purple-500","1","app/dashboard/enterprise/analytics/page.tsx","OK"
"spacing","pt-2","1","app/dashboard/enterprise/analytics/page.tsx","OK"
"colors","border-gray-100","6","app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/documents/BatchUpload.tsx; components/pricing/PricingPage.tsx; components/ui/FeatureDiscovery.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"colors","hover:bg-blue-50","1","app/dashboard/enterprise/insights/page.tsx","OK"
"colors","bg-green-50","6","app/dashboard/enterprise/insights/page.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/sections/TrustSignals.tsx; components/workflow/workflow-builder.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SimpleTranslationInterface.tsx","Consider tokenizing"
"colors","bg-purple-50","1","app/dashboard/enterprise/insights/page.tsx","OK"
"sizing","min-h-[400px]","1","components/ErrorBoundary.tsx","OK"
"other","btn-pill-lg","2","components/ErrorBoundary.tsx; components/pricing/PricingPage.tsx","OK"
"typography","hover:text-gray-700","12","components/ErrorBoundary.tsx; components/onboarding/AIOnboarding.tsx; components/panels/SourcesPanel.tsx; components/security/two-factor-setup.tsx; components/sections/ProductShowcase.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"other","whitespace-pre-wrap","9","components/ErrorBoundary.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/documents/DocumentPreview.tsx; components/documents/DocumentViewer.tsx; components/panels/ExportPanel.tsx; components/ui/ErrorBoundary.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/EnhancedDocumentInterface.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"other","last:border-b-0","3","components/Footer.tsx; components/documents/BatchUpload.tsx; components/workspace/SettingsDashboard.tsx","OK"
"other","focus:outline-none","30","components/Footer.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/accessibility/AccessibilityEnhancer.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/auth/UnifiedUserMenu.tsx; components/enterprise/AdvancedMetricsDashboard.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/ui/language-selector.tsx; components/workflow/workflow-builder.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceLayout.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; lib/i18n/provider.tsx","Consider tokenizing"
"other","animate-accordion-open","3","components/Footer.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx","OK"
"spacing","pb-4","2","components/Footer.tsx; components/pricing/PricingPage.tsx","OK"
"typography","hover:font-semibold","1","components/Footer.tsx","OK"
"other","focus-visible-ring","1","components/Footer.tsx","OK"
"sizing","w-[18px]","1","components/Footer.tsx","OK"
"sizing","h-[18px]","1","components/Footer.tsx","OK"
"colors","border-0","1","components/Footer.tsx","OK"
"other","outline-0","1","components/Footer.tsx","OK"
"other","footer-content-container","1","components/Footer.tsx","OK"
"spacing","pt-10","1","components/Footer.tsx","OK"
"spacing","pb-6","1","components/Footer.tsx","OK"
"spacing","md:pb-4","1","components/Footer.tsx","OK"
"other","animate-slide-up","6","components/Footer.tsx; components/billing/BillingPage.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/ui/FeatureCard.tsx","Consider tokenizing"
"layout","md:flex-row","1","components/Footer.tsx","OK"
"spacing","md:mb-0","1","components/Footer.tsx","OK"
"sizing","max-w-lg","3","components/Footer.tsx; components/auth/AuthModal.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","OK"
"sizing","w-auto","5","components/Footer.tsx; components/invite/InviteRedemptionPage.tsx; components/layouts/UnifiedLayout.tsx; components/theme/ThemeToggle.tsx; components/workspace/WorkspaceLayout.tsx","Consider tokenizing"
"sizing","max-w-sm","7","components/Footer.tsx; components/ServiceWorkerRegistration.tsx; components/onboarding/SmartUserJourney.tsx; components/performance/ComponentProfiler.tsx; components/ui/FallbackStates.tsx; components/ui/FeatureDiscovery.tsx; components/ui/Toast.tsx","Consider tokenizing"
"spacing","space-x-5","1","components/Footer.tsx","OK"
"spacing","mt-3","15","components/Footer.tsx; components/ServiceWorkerRegistration.tsx; components/admin/MonitoringDashboard.tsx; components/auth/AuthErrorHandler.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/SmartUserJourney.tsx; components/panels/SourcesPanel.tsx; components/ui/ErrorBoundary.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"other","hover:scale-110","1","components/Footer.tsx","OK"
"animations","duration-150","2","components/Footer.tsx; components/ui/UniversalDropdown.tsx","OK"
"other","self-end","1","components/Footer.tsx","OK"
"other","top-4","6","components/ServiceWorkerRegistration.tsx; components/auth/AuthErrorHandler.tsx; components/mobile/SwipeableNavigation.tsx; components/performance/ComponentProfiler.tsx; components/ui/Toast.tsx; components/workflows/WorkflowBuilder.tsx","Consider tokenizing"
"other","right-4","7","components/ServiceWorkerRegistration.tsx; components/accessibility/AccessibilityPanel.tsx; components/optimization/OptimizedComponentWrapper.tsx; components/pricing/PricingPage.tsx; components/performance/ComponentProfiler.tsx; components/ui/Toast.tsx; components/workflows/WorkflowBuilder.tsx","Consider tokenizing"
"other","animate-sw-update","1","components/ServiceWorkerRegistration.tsx","OK"
"other","bottom-4","4","components/ServiceWorkerRegistration.tsx; components/accessibility/AccessibilityPanel.tsx; components/optimization/OptimizedComponentWrapper.tsx; components/performance/ComponentProfiler.tsx","Consider tokenizing"
"colors","hover:bg-gray-700","4","components/ErrorBoundary/GlobalErrorBoundary.tsx; components/admin/CostTrackingDashboard.tsx; components/auth/InviteRedemptionModal.tsx; components/sections/ProductShowcase.tsx","Consider tokenizing"
"layout","xl:grid-cols-2","1","components/agents/AIInterfaceRefinement.tsx","OK"
"colors","bg-purple-500","3","components/agents/AgentSwarmInterface.tsx; components/admin/MonitoringDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx","OK"
"sizing","max-h-48","1","components/agents/AgentSwarmInterface.tsx","OK"
"sizing","max-h-96","4","components/agents/VoiceControlInterface.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentViewer.tsx; components/workspace/SettingsDashboard.tsx","Consider tokenizing"
"effects","shadow","6","components/admin/AdminDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/security/security-dashboard.tsx; components/workflow/workflow-dashboard.tsx; components/__tests__/ui/dashboard.test.tsx","Consider tokenizing"
"colors","hover:bg-gray-300","1","components/admin/AdminDashboard.tsx","OK"
"other","whitespace-nowrap","8","components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/CreditDisplay.tsx; components/security/security-dashboard.tsx; components/workflow/workflow-dashboard.tsx; components/workspace/EnterpriseDashboard.tsx","Consider tokenizing"
"typography","hover:text-blue-900","2","components/admin/AdminDashboard.tsx; components/workflow/workflow-dashboard.tsx","OK"
"effects","disabled:opacity-50","27","components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthModal.tsx; components/auth/InviteRedemptionModal.tsx; components/documents/EnhancedDocumentUpload.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/ProductionDashboard.tsx; components/performance/PerformanceDashboard.tsx; components/security/two-factor-setup.tsx; components/ui/input.tsx; components/ui/textarea.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/ContextualAssistant.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"sizing","min-w-full","5","components/admin/CostTrackingDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/security/security-dashboard.tsx; components/workflow/workflow-dashboard.tsx","Consider tokenizing"
"typography","text-red-800","14","components/admin/RealTimeCostDashboard.tsx; components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/error-tracking/ErrorReportDialog.tsx; components/performance/PerformanceDashboard.tsx; components/panels/SourcesPanel.tsx; components/workflows/AutomationManager.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"other","sr-only","6","components/accessibility/AccessibilityEnhancer.tsx; components/accessibility/AccessibilityPanel.tsx; components/auth/AuthErrorHandler.tsx; components/ui/Button.tsx; components/workspace/DownloadInterface.tsx; components/workspace/SettingsDashboard.tsx","Consider tokenizing"
"other","focus:not-sr-only","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"other","focus:absolute","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"other","focus:top-4","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"other","focus:left-4","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"other","focus:z-50","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"spacing","focus:px-4","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"spacing","focus:py-2","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"colors","focus:bg-blue-600","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"typography","focus:text-white","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"borders","focus:rounded","1","components/accessibility/AccessibilityEnhancer.tsx","OK"
"other","z-40","5","components/accessibility/AccessibilityPanel.tsx; components/dashboard/DashboardLayout.tsx; components/mobile/SwipeableNavigation.tsx; components/layouts/NotebookLMLayout.tsx; components/layouts/UnifiedLayout.tsx","Consider tokenizing"
"spacing","p-0","2","components/accessibility/AccessibilityPanel.tsx; components/ui/ErrorBoundary.tsx","OK"
"other","animate-fade-in","6","components/accessibility/AccessibilityPanel.tsx; components/auth/AuthModal.tsx; components/documents/BatchUpload.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/optimization/LazyWrapper.tsx; components/ui/Skeleton.tsx","Consider tokenizing"
"sizing","max-h-[90vh]","3","components/accessibility/AccessibilityPanel.tsx; components/auth/InviteRedemptionModal.tsx; components/error-tracking/ErrorReportDialog.tsx","OK"
"other","focus-trap","1","components/accessibility/AccessibilityPanel.tsx","OK"
"other","animate-modal-spring","2","components/accessibility/AccessibilityPanel.tsx; components/auth/AuthModal.tsx","OK"
"other","focus-indicator","4","components/accessibility/AccessibilityPanel.tsx; components/ui/BlogCard.tsx; components/ui/Button.tsx; components/ui/Toast.tsx","Consider tokenizing"
"other","top-1","1","components/accessibility/AccessibilityPanel.tsx","OK"
"other","aria-live-region","1","components/accessibility/AccessibilityProvider.tsx","OK"
"other","skip-link","1","components/accessibility/AccessibilityProvider.tsx","OK"
"other","sr-only-focusable","1","components/accessibility/AccessibilityProvider.tsx","OK"
"other","animate-consent-banner","1","components/analytics/ConsentBanner.tsx","OK"
"other","backdrop-blur-sm","4","components/analytics/ConsentBanner.tsx; components/auth/AuthModal.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx","Consider tokenizing"
"colors","hover:bg-opacity-10","1","components/analytics/ConsentBanner.tsx","OK"
"other","animate-consent-details","1","components/analytics/ConsentBanner.tsx","OK"
"spacing","ml-auto","5","components/analytics/ConsentBanner.tsx; components/navigation/ModernNavbar.tsx; components/theme/ThemeToggle.tsx; components/ui/UniversalDropdown.tsx; components/workspace/EnhancedDocumentInterface.tsx","Consider tokenizing"
"other","underline","2","components/analytics/ConsentBanner.tsx; components/ui/ErrorBoundary.tsx","OK"
"spacing","ml-7","1","components/analytics/report-builder.tsx","OK"
"other","disabled:cursor-not-allowed","14","components/analytics/report-builder.tsx; components/auth/AuthModal.tsx; components/auth/InviteRedemptionModal.tsx; components/documents/EnhancedDocumentUpload.tsx; components/error-tracking/ErrorReportDialog.tsx; components/security/two-factor-setup.tsx; components/ui/input.tsx; components/ui/textarea.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx","Consider tokenizing"
"other","top-5","1","components/analytics/report-builder.tsx","OK"
"layout","sm:block","1","components/analytics/report-builder.tsx","OK"
"other","z-[10000]","2","components/auth/AuthErrorHandler.tsx; components/ui/FeatureDiscovery.tsx","OK"
"other","animate-slide-down","1","components/auth/AuthErrorHandler.tsx","OK"
"colors","bg-red-50","15","components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/error-tracking/ErrorReportDialog.tsx; components/performance/PerformanceDashboard.tsx; components/panels/SourcesPanel.tsx; components/workflow/workflow-builder.tsx; components/workflows/AutomationManager.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"colors","border-red-200","14","components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/error-tracking/ErrorReportDialog.tsx; components/performance/PerformanceDashboard.tsx; components/panels/SourcesPanel.tsx; components/workflows/AutomationManager.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"spacing","mx-4","9","components/auth/AuthErrorHandler.tsx; components/documents/DocumentViewer.tsx; components/invite/InviteRedemptionPage.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx","Consider tokenizing"
"typography","text-red-700","11","components/auth/AuthErrorHandler.tsx; components/error-tracking/ErrorReportDialog.tsx; components/performance/ComponentProfiler.tsx; components/workflow/workflow-builder.tsx; components/workflows/AutomationManager.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"spacing","py-1.5","4","components/auth/AuthErrorHandler.tsx; components/layouts/NotebookLMLayout.tsx; components/layouts/UnifiedLayout.tsx; components/workspace/WorkspaceLayout.tsx","Consider tokenizing"
"colors","border-transparent","4","components/auth/AuthErrorHandler.tsx; components/auth/CreditDisplay.tsx; components/workflow/workflow-builder.tsx; components/workflow/workflow-dashboard.tsx","Consider tokenizing"
